IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
172.66.134.54,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,5283 kB/s
49.238.237.211,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,185 ms,5272 kB/s
172.66.136.41,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,5270 kB/s
172.66.130.235,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,192 ms,5267 kB/s
66.81.247.242,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,5245 kB/s
172.66.132.76,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,5243 kB/s
172.66.132.9,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,5242 kB/s
49.238.238.71,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,168 ms,5236 kB/s
65.109.137.239,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,192 ms,5234 kB/s
172.66.131.174,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,5231 kB/s
172.66.133.163,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,5228 kB/s
172.66.130.144,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,5215 kB/s
172.66.130.118,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,5205 kB/s
172.66.131.48,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,5197 kB/s
211.46.71.98,30012,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,121 ms,5193 kB/s
172.66.129.68,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,5181 kB/s
172.66.130.149,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,5180 kB/s
178.255.222.64,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,211 ms,5174 kB/s
89.19.44.48,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,192 ms,5170 kB/s
172.66.131.33,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,5153 kB/s
93.185.163.208,8105,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,229 ms,5147 kB/s
172.66.132.41,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,5147 kB/s
66.81.247.238,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,5144 kB/s
49.13.153.123,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,5140 kB/s
49.238.238.152,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,5133 kB/s
172.66.129.168,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,5095 kB/s
49.238.238.51,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,5083 kB/s
78.47.176.97,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,197 ms,5081 kB/s
172.66.131.51,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,5061 kB/s
172.66.132.120,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,5056 kB/s
194.76.173.55,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,5050 kB/s
172.66.129.15,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,5048 kB/s
85.208.109.143,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,224 ms,5038 kB/s
217.142.184.41,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,255 ms,5019 kB/s
5.39.249.100,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,5017 kB/s
172.66.131.229,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,5015 kB/s
146.59.232.210,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,177 ms,5007 kB/s
147.185.161.77,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,5003 kB/s
172.66.132.46,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,5002 kB/s
172.66.131.34,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4999 kB/s
141.193.213.20,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,4995 kB/s
45.154.26.81,8443,true,SIN,TH,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,151 ms,4982 kB/s
172.66.130.188,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4973 kB/s
49.238.237.57,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,179 ms,4970 kB/s
220.125.55.47,12251,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,165 ms,4969 kB/s
172.66.130.173,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,4962 kB/s
49.238.239.25,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,4961 kB/s
185.193.31.233,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,4950 kB/s
172.66.131.50,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4947 kB/s
172.66.128.180,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4945 kB/s
49.238.237.61,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,213 ms,4945 kB/s
65.20.115.38,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,197 ms,4943 kB/s
193.37.70.3,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,4939 kB/s
172.66.131.90,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,4920 kB/s
172.66.132.57,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,4914 kB/s
172.66.129.144,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4913 kB/s
77.239.105.42,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,4911 kB/s
172.66.132.120,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4910 kB/s
66.81.247.244,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,185 ms,4889 kB/s
172.66.131.218,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,4889 kB/s
31.133.1.8,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,184 ms,4888 kB/s
93.185.163.220,1010,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,231 ms,4882 kB/s
172.66.128.132,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4880 kB/s
172.66.130.251,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4870 kB/s
91.108.240.114,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,4863 kB/s
172.66.131.188,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4863 kB/s
5.178.106.204,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4857 kB/s
49.238.236.22,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,4854 kB/s
97.64.26.199,8443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,186 ms,4849 kB/s
172.66.134.135,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4847 kB/s
49.238.238.149,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,184 ms,4846 kB/s
172.66.132.66,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,4845 kB/s
172.66.132.99,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4843 kB/s
172.66.128.132,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,4841 kB/s
172.66.132.75,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4839 kB/s
185.193.28.31,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,4835 kB/s
49.238.237.111,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,4829 kB/s
172.66.129.146,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,4826 kB/s
51.38.50.52,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,175 ms,4826 kB/s
94.159.105.204,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,4821 kB/s
172.66.136.41,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4821 kB/s
172.66.131.48,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4820 kB/s
172.66.131.37,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,4813 kB/s
93.185.163.193,4001,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,224 ms,4811 kB/s
45.145.43.205,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4793 kB/s
188.130.154.4,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,210 ms,4771 kB/s
172.66.131.90,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,4767 kB/s
172.66.135.21,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4762 kB/s
172.66.130.235,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4758 kB/s
172.66.136.51,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,4753 kB/s
172.66.130.212,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4753 kB/s
49.238.238.165,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,4735 kB/s
91.149.222.113,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4734 kB/s
141.193.213.30,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,4726 kB/s
172.66.131.14,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4717 kB/s
172.66.132.58,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,162 ms,4700 kB/s
91.107.203.137,990,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,222 ms,4700 kB/s
172.66.132.73,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4696 kB/s
172.66.132.96,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4695 kB/s
172.66.130.63,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4694 kB/s
172.66.132.97,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4692 kB/s
172.66.131.196,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4676 kB/s
49.238.237.11,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,4674 kB/s
49.238.236.21,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,4672 kB/s
185.148.106.52,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,4664 kB/s
81.163.28.53,8443,true,DME,RU,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,229 ms,4663 kB/s
172.66.131.224,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4660 kB/s
172.66.129.164,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,162 ms,4659 kB/s
37.1.206.12,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,230 ms,4635 kB/s
178.255.222.118,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,188 ms,4635 kB/s
57.129.5.105,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,4635 kB/s
172.66.130.34,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,4632 kB/s
49.238.237.151,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,4610 kB/s
49.238.238.11,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,4607 kB/s
172.66.128.158,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,4574 kB/s
66.81.247.237,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,4571 kB/s
172.66.130.241,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,4568 kB/s
5.181.187.58,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,243 ms,4564 kB/s
46.8.233.12,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,230 ms,4561 kB/s
31.133.0.122,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,183 ms,4557 kB/s
172.66.134.30,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4553 kB/s
172.66.135.21,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4547 kB/s
5.252.23.190,81,true,BTS,SK,Europe,Bratislava,欧洲,斯洛伐克,布拉迪斯拉发,🇸🇰,198 ms,4535 kB/s
45.95.80.26,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,4534 kB/s
172.66.131.224,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,197 ms,4525 kB/s
79.137.207.61,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,4525 kB/s
172.66.131.228,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,4522 kB/s
185.140.12.227,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,4522 kB/s
49.238.237.57,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,4520 kB/s
185.36.143.40,443,true,TXL,NL,Europe,Berlin,欧洲,德国,柏林,🇩🇪,229 ms,4503 kB/s
172.66.132.96,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4499 kB/s
85.209.195.61,8443,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,224 ms,4497 kB/s
172.66.132.85,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4495 kB/s
66.81.247.18,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,189 ms,4495 kB/s
49.238.238.165,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,4494 kB/s
193.38.55.218,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,226 ms,4486 kB/s
162.19.212.24,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4483 kB/s
45.150.32.69,8082,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,249 ms,4481 kB/s
49.238.237.11,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,4476 kB/s
49.238.239.17,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,206 ms,4471 kB/s
172.66.132.120,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,4469 kB/s
172.66.130.168,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,233 ms,4466 kB/s
57.129.5.70,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4464 kB/s
172.66.136.108,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4464 kB/s
51.195.118.15,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,4448 kB/s
49.238.238.92,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,4432 kB/s
172.66.131.17,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4417 kB/s
172.66.129.146,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4407 kB/s
172.66.130.249,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4401 kB/s
49.238.237.51,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,4401 kB/s
195.58.39.52,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,4394 kB/s
172.66.131.28,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,4389 kB/s
172.66.131.220,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4388 kB/s
172.66.129.194,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4387 kB/s
172.66.132.96,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4382 kB/s
172.66.132.8,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4368 kB/s
172.66.131.187,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,4366 kB/s
136.244.102.3,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,307 ms,4348 kB/s
57.129.47.12,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,4343 kB/s
154.19.241.94,28443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,186 ms,4331 kB/s
49.238.237.31,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,184 ms,4330 kB/s
49.238.237.64,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,4327 kB/s
172.66.128.143,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4324 kB/s
121.151.19.48,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,118 ms,4306 kB/s
172.66.132.91,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4304 kB/s
172.66.131.8,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4302 kB/s
172.66.128.151,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,4293 kB/s
135.125.232.249,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4285 kB/s
172.66.132.116,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,4276 kB/s
172.66.129.167,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,161 ms,4275 kB/s
178.32.137.165,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,180 ms,4269 kB/s
107.174.202.20,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,188 ms,4258 kB/s
46.8.71.32,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,204 ms,4255 kB/s
172.66.128.139,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,4251 kB/s
172.66.131.218,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,4248 kB/s
172.66.131.38,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4247 kB/s
172.66.132.145,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4241 kB/s
14.51.200.120,12386,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,153 ms,4235 kB/s
51.89.230.18,8443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,193 ms,4227 kB/s
172.66.131.8,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,4221 kB/s
172.66.134.20,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4207 kB/s
172.66.132.99,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,4207 kB/s
185.78.76.40,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,244 ms,4206 kB/s
155.138.238.22,8443,true,ATL,US,North America,Atlanta,北美洲,美国,亚特兰大,🇺🇸,235 ms,4199 kB/s
192.0.54.31,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,4191 kB/s
49.238.238.91,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,4185 kB/s
141.193.213.30,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,4184 kB/s
45.158.127.48,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,184 ms,4178 kB/s
172.66.128.117,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,4174 kB/s
172.66.132.41,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4168 kB/s
172.66.132.67,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4167 kB/s
51.158.146.213,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,159 ms,4162 kB/s
136.243.158.44,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,4156 kB/s
93.185.163.197,1010,true,HAM,DE,Europe,Hamburg,欧洲,德国,汉堡,🇩🇪,213 ms,4143 kB/s
192.0.54.31,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,4120 kB/s
172.66.130.247,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,4119 kB/s
51.89.23.7,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,4117 kB/s
172.66.131.231,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,4115 kB/s
172.66.128.159,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,4115 kB/s
49.238.237.63,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,182 ms,4108 kB/s
185.170.166.31,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,180 ms,4104 kB/s
89.23.106.39,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,224 ms,4103 kB/s
172.66.128.151,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4101 kB/s
213.21.241.29,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,257 ms,4096 kB/s
172.66.131.228,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,4093 kB/s
172.66.130.172,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4082 kB/s
172.66.131.221,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,4075 kB/s
172.66.131.77,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4075 kB/s
94.159.104.158,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,4074 kB/s
49.238.238.163,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,191 ms,4072 kB/s
49.238.237.171,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,4055 kB/s
104.234.50.115,443,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,274 ms,4052 kB/s
138.124.53.1,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,247 ms,4051 kB/s
172.66.132.99,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,4045 kB/s
129.159.129.107,8443,true,TLV,IL,Middle East,Tel Aviv,中东,以色列,特拉维夫,🇮🇱,239 ms,4038 kB/s
142.132.165.86,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,4036 kB/s
